tweet_id,text,name,img_num,p1,p2,p3,favorites,retweets,date_time,dog_type,rating
666102155909144576,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,,1,English_setter,Newfoundland,borzoi,69,11,2015-11-16 03:55:04+00:00,,10.0
666104133288665088,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,,1,,,,13139,5728,2015-11-16 04:02:55+00:00,,9.467597880331327
666268910803644416,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,,1,,,,93,32,2015-11-16 14:57:41+00:00,,10.0
666273097616637952,Can take selfies 11/10 https://t.co/ws2AMaNwPW,,1,Italian_greyhound,toy_terrier,basenji,156,69,2015-11-16 15:14:19+00:00,,10.0
666287406224695296,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,an,1,Maltese_dog,toy_poodle,miniature_poodle,131,57,2015-11-16 16:11:11+00:00,,5.0
666293911632134144,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,a,1,,,,447,306,2015-11-16 16:37:02+00:00,,3.0
666337882303524864,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,an,1,,Newfoundland,groenendael,174,81,2015-11-16 19:31:45+00:00,,9.0
666345417576210432,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,,1,golden_retriever,Chesapeake_Bay_retriever,Labrador_retriever,266,128,2015-11-16 20:01:42+00:00,,10.0
666353288456101888,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,,1,malamute,Siberian_husky,Eskimo_dog,192,63,2015-11-16 20:32:58+00:00,,8.0
666362758909284353,Unique dog here. Very small. Lives in container of Frosted Flakes (?). Short legs. Must be rare 6/10 would still pet https://t.co/XMD9CwjEnM,,1,,,,690,495,2015-11-16 21:10:36+00:00,,6.0
666373753744588802,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,,1,soft-coated_wheaten_terrier,Afghan_hound,briard,168,75,2015-11-16 21:54:18+00:00,,10.0
666396247373291520,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,,1,Chihuahua,toy_terrier,papillon,151,72,2015-11-16 23:23:41+00:00,,9.0
666407126856765440,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,a,1,black-and-tan_coonhound,bloodhound,flat-coated_retriever,98,31,2015-11-17 00:06:54+00:00,,7.0
666411507551481857,This is quite the dog. Gets really excited when not in water. Not very soft tho. Bad at fetch. Can't do tricks. 2/10 https://t.co/aMCTNWO94t,quite,1,,,,392,283,2015-11-17 00:24:19+00:00,,2.0
666418789513326592,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,Walter,1,toy_terrier,papillon,Chihuahua,110,39,2015-11-17 00:53:15+00:00,,10.0
666421158376562688,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,,1,Blenheim_spaniel,cocker_spaniel,Shih-Tzu,289,95,2015-11-17 01:02:40+00:00,,10.0
666428276349472768,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,,1,Pembroke,chow,Pomeranian,147,70,2015-11-17 01:30:57+00:00,,7.0
666430724426358785,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,,1,,Irish_terrier,,288,172,2015-11-17 01:40:41+00:00,,6.0
666435652385423360,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",,1,Chesapeake_Bay_retriever,,,146,45,2015-11-17 02:00:15+00:00,,10.0
666437273139982337,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,,1,Chihuahua,beagle,Saluki,110,42,2015-11-17 02:06:42+00:00,,7.0
666447344410484738,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,Scout,1,curly-coated_retriever,giant_schnauzer,Labrador_retriever,94,18,2015-11-17 02:46:43+00:00,,9.0
666454714377183233,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,Kreggory,1,dalmatian,Labrador_retriever,Great_Pyrenees,465,191,2015-11-17 03:16:00+00:00,,10.0
666644823164719104,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,Jimothy,1,Ibizan_hound,Pembroke,West_Highland_white_terrier,216,73,2015-11-17 15:51:26+00:00,,9.0
666649482315059201,Cool dog. Enjoys couch. Low monotone bark. Very nice kicks. Pisses milk (must be rare). Can't go down stairs. 4/10 https://t.co/vXMKrJC81s,,1,Border_collie,English_springer,collie,1022,563,2015-11-17 16:09:56+00:00,,4.0
666691418707132416,This is Christoper. He is a spotted Penne. Can easily navigate stairs. 8/10 https://t.co/bg4TqvvkuF,Christoper,1,German_shepherd,beagle,bloodhound,169,44,2015-11-17 18:56:35+00:00,,8.0
666701168228331520,This is a golden Buckminsterfullerene named Johm. Drives trucks. Lumberjack (?). Enjoys wall. 8/10 would hug softly https://t.co/uQbZJM2DQB,a,1,Labrador_retriever,Chihuahua,French_bulldog,388,194,2015-11-17 19:35:19+00:00,,8.0
666739327293083650,This is Lugan. He is a Bohemian Rhapsody. Very confused dog. Thinks his name is Rocky. Not amused by the snows 10/10 https://t.co/tI3uFLDHBI,Lugan,1,miniature_poodle,cocker_spaniel,toy_poodle,215,60,2015-11-17 22:06:57+00:00,,10.0
666776908487630848,This is Josep. He is a Rye Manganese mix. Can drive w eyes closed. Very irresponsible. Menace on the roadways. 5/10 https://t.co/XNGeDwrtYH,Josep,1,,miniature_pinscher,Chihuahua,316,153,2015-11-18 00:36:17+00:00,,5.0
666781792255496192,This is a purebred Bacardi named Octaviath. Can shoot spaghetti out of mouth. 10/10 https://t.co/uEvsGLOFHa,a,1,Italian_greyhound,Weimaraner,vizsla,350,173,2015-11-18 00:55:42+00:00,,10.0
666786068205871104,Unfamiliar with this breed. Ears pointy af. Won't let go of seashell. Won't eat kibble. Not very fast. Bad dog 2/10 https://t.co/EIn5kElY1S,,1,,,,684,433,2015-11-18 01:12:41+00:00,,2.0
666804364988780544,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,Jockson,1,English_setter,Brittany_spaniel,Ibizan_hound,213,82,2015-11-18 02:25:23+00:00,,8.0
666817836334096384,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,Jeph,1,miniature_schnauzer,standard_schnauzer,giant_schnauzer,467,228,2015-11-18 03:18:55+00:00,,9.0
666826780179869698,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,,1,Maltese_dog,,West_Highland_white_terrier,234,81,2015-11-18 03:54:28+00:00,,10.0
666835007768551424,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,,1,Airedale,toy_poodle,,192,71,2015-11-18 04:27:09+00:00,,10.0
666837028449972224,My goodness. Very rare dog here. Large. Tail dangerous. Kinda fat. Only eats leaves. Doesn't come when called 3/10 https://t.co/xYGdBrMS9h,,1,,,,742,494,2015-11-18 04:35:11+00:00,,3.0
666983947667116034,This is a curly Ticonderoga named Pepe. No feet. Loves to jet ski. 11/10 would hug until forever https://t.co/cyDfaK8NBc,a,1,,,,2336,880,2015-11-18 14:18:59+00:00,,10.0
666996132027977728,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,Carll,1,,Rottweiler,,223,80,2015-11-18 15:07:24+00:00,,10.0
667012601033924608,This is Klevin. He laughs a lot. Very cool dog. 9/10 https://t.co/bATAbPNv0m,Klevin,1,,,,418,197,2015-11-18 16:12:51+00:00,,9.0
667044094246576128,12/10 gimme now https://t.co/QZAnwgnOMB,,1,golden_retriever,Labrador_retriever,,172,44,2015-11-18 18:17:59+00:00,,10.0
667062181243039745,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,Keet,1,Chesapeake_Bay_retriever,vizsla,kelpie,201,47,2015-11-18 19:29:52+00:00,,10.0
667065535570550784,Here we have a Hufflepuff. Loves vest. Eyes wide af. Flaccid tail. Matches carpet. Always a little blurry. 8/10 https://t.co/7JdgVqDnvR,,1,,,,154,40,2015-11-18 19:43:11+00:00,,8.0
667070482143944705,After much debate this dog is being upgraded to 10/10. I repeat 10/10,,0,,,,75,13,2015-11-18 20:02:51+00:00,,10.0
667073648344346624,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,Dave,1,Chihuahua,pug,Brabancon_griffon,370,106,2015-11-18 20:15:26+00:00,,10.0
667090893657276420,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,Clybe,1,Chihuahua,Italian_greyhound,Pomeranian,305,112,2015-11-18 21:23:57+00:00,,7.0
667119796878725120,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,Gabe,1,Pembroke,Chihuahua,toy_poodle,303,118,2015-11-18 23:18:48+00:00,,10.0
667138269671505920,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,,1,West_Highland_white_terrier,Samoyed,toy_poodle,4190,1975,2015-11-19 00:32:12+00:00,,10.0
667152164079423490,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,Pipsy,1,toy_poodle,Pomeranian,miniature_poodle,43903,15271,2015-11-19 01:27:25+00:00,,10.0
667160273090932737,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,Bradlay,1,golden_retriever,miniature_poodle,standard_poodle,232,55,2015-11-19 01:59:39+00:00,,10.0
667165590075940865,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,Churlie,1,miniature_pinscher,Rottweiler,beagle,2475,1025,2015-11-19 02:20:46+00:00,,10.0
667171260800061440,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,Kenneth,1,giant_schnauzer,Lakeland_terrier,Irish_water_spaniel,201,75,2015-11-19 02:43:18+00:00,,10.0
667174963120574464,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",Clarence,1,toy_poodle,Chihuahua,bluetick,227,71,2015-11-19 02:58:01+00:00,,9.0
667176164155375616,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,,1,soft-coated_wheaten_terrier,Lakeland_terrier,toy_poodle,556,414,2015-11-19 03:02:47+00:00,,4.0
667177989038297088,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,a,1,vizsla,Chesapeake_Bay_retriever,Weimaraner,177,50,2015-11-19 03:10:02+00:00,,8.0
667182792070062081,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,Timison,1,golden_retriever,Irish_setter,Chesapeake_Bay_retriever,13112,5554,2015-11-19 03:29:07+00:00,,10.0
667188689915760640,Quite an advanced dog here. Impressively dressed for canine. Has weapon. About to take out trash. 10/10 good dog https://t.co/8uCMwS9CbV,,1,,,,678,355,2015-11-19 03:52:34+00:00,,10.0
667192066997374976,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,,1,Rottweiler,miniature_pinscher,black-and-tan_coonhound,350,88,2015-11-19 04:05:59+00:00,,10.0
667200525029539841,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,Joshwa,1,Siberian_husky,malamute,Eskimo_dog,569,238,2015-11-19 04:39:35+00:00,,10.0
667211855547486208,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,Genevieve,1,golden_retriever,Labrador_retriever,kuvasz,444,220,2015-11-19 05:24:37+00:00,,9.0
667369227918143488,Here we have a neat pup. Very white. Cool shades. Upcoming cruise? Great dog 10/10 https://t.co/LEaviT37v1,,1,,,,337,151,2015-11-19 15:49:57+00:00,,10.0
667393430834667520,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,Fwed,1,papillon,Border_collie,collie,178,51,2015-11-19 17:26:08+00:00,,8.0
667405339315146752,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,Biden,1,Saint_Bernard,Leonberg,golden_retriever,431,203,2015-11-19 18:13:27+00:00,,7.0
667435689202614272,Ermergerd 12/10 https://t.co/PQni2sjPsm,,1,Rottweiler,miniature_pinscher,black-and-tan_coonhound,283,79,2015-11-19 20:14:03+00:00,,10.0
667437278097252352,Never seen this breed before. Very pointy pup. Hurts when you cuddle. Still cute tho. 10/10 https://t.co/97HuBrVuOx,,1,,,,412,213,2015-11-19 20:20:22+00:00,,10.0
667443425659232256,Exotic dog here. Long neck. Weird paws. Obsessed with bread. Waddles. Flies sometimes (wow!). Very happy dog. 6/10 https://t.co/rqO4I3nf2N,,1,,,,713,526,2015-11-19 20:44:47+00:00,,6.0
667453023279554560,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,Cupcake,1,Labrador_retriever,French_bulldog,Staffordshire_bullterrier,292,80,2015-11-19 21:22:56+00:00,,10.0
667455448082227200,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,Reese,1,Tibetan_terrier,Irish_terrier,Yorkshire_terrier,179,56,2015-11-19 21:32:34+00:00,,7.0
667470559035432960,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,a,1,toy_poodle,pug,Lakeland_terrier,232,88,2015-11-19 22:32:36+00:00,,10.0
667491009379606528,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,,1,borzoi,,,480,206,2015-11-19 23:53:52+00:00,,7.0
667495797102141441,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,Philippe,1,Chihuahua,,,481,243,2015-11-20 00:12:54+00:00,,9.0
667502640335572993,Say hello to Hall and Oates. Oates is winking and Hall is contemplating the artistic entropy of the universe. 11/10s https://t.co/n5Wtb5Hvsl,Hall,1,Labrador_retriever,golden_retriever,beagle,502,201,2015-11-20 00:40:05+00:00,,10.0
667509364010450944,This a Norwegian Pewterschmidt named Tickles. Ears for days. 12/10 I care deeply for Tickles https://t.co/0aDF62KVP7,,1,beagle,Labrador_retriever,golden_retriever,6298,1939,2015-11-20 01:06:48+00:00,,10.0
667517642048163840,This is Dook &amp; Milo. Dook is struggling to find who he really is and Milo is terrified of what that might be. 8/10s https://t.co/fh5KflzBR0,Dook,1,Italian_greyhound,standard_poodle,cocker_spaniel,343,176,2015-11-20 01:39:42+00:00,,8.0
667524857454854144,Another topnotch dog. His name is Big Jumpy Rat. Massive ass feet. Superior tail. Jumps high af. 12/10 great pup https://t.co/seESNzgsdm,,1,,,Chesapeake_Bay_retriever,1563,1022,2015-11-20 02:08:22+00:00,,10.0
667530908589760512,"Meet Naphaniel. He doesn't necessarily enjoy his day job, but he's damn good at it. 10/10 https://t.co/xoRWyQTcmy",Naphaniel,1,golden_retriever,kuvasz,Labrador_retriever,432,218,2015-11-20 02:32:25+00:00,,10.0
667534815156183040,"This is Frank (pronounced ""Fronq""). Too many boxing gloves, not enough passion. Frank is a lover not a fighter. 8/10 https://t.co/CpPxD28IpV",Frank,1,Pembroke,Cardigan,cocker_spaniel,752,480,2015-11-20 02:47:56+00:00,,8.0
667538891197542400,"This is a southwest Coriander named Klint. Hat looks expensive. Still on house arrest :(
9/10 https://t.co/IQTOMqDUIe",a,1,Yorkshire_terrier,silky_terrier,Australian_terrier,189,60,2015-11-20 03:04:08+00:00,,9.0
667544320556335104,"This is Kial. Kial is either wearing a cape, which would be rad, or flashing us, which would be rude. 10/10 or 4/10 https://t.co/8zcwIoiuqR",Kial,1,Pomeranian,Pembroke,Chihuahua,789,483,2015-11-20 03:25:43+00:00,,10.0
667546741521195010,Here is George. George took a selfie of his new man bun and that is downright epic. (Also looks like Rand Paul) 9/10 https://t.co/afRtVsoIIb,George,1,toy_poodle,miniature_poodle,,315,115,2015-11-20 03:35:20+00:00,,9.0
667549055577362432,Never seen dog like this. Breathes heavy. Tilts head in a pattern. No bark. Shitty at fetch. Not even cordless. 1/10 https://t.co/i9iSGNn3fx,,1,,,,5313,2053,2015-11-20 03:44:31+00:00,,9.467597880331327
667550882905632768,RT @dogratingrating: Unoriginal idea. Blatant plagiarism. Curious grammar. -5/10 https://t.co/r7XzeQZWzb,,1,,,,0,26,2015-11-20 03:51:47+00:00,,5.0
667550904950915073,"RT @dogratingrating: Exceptional talent. Original humor. Cutting edge, Nova Scotian comedian. 12/10 https://t.co/uarnTjBeVA",,1,,vizsla,collie,0,30,2015-11-20 03:51:52+00:00,,10.0
667724302356258817,What a dog to start the day with. Very calm. Likes to chill by pond. Corkscrews sticking out of head. Obedient. 7/10 https://t.co/0nIxPTDWAZ,,1,,,,442,287,2015-11-20 15:20:54+00:00,,7.0
667728196545200128,Meet Olive. He comes to spot by tree to reminisce of simpler times and truly admire his place in the universe. 11/10 https://t.co/LwrCwlWwPB,Olive,1,kuvasz,golden_retriever,Labrador_retriever,345,139,2015-11-20 15:36:22+00:00,,10.0
667766675769573376,This is Calvin. He is a Luxembourgian Mayo. Having issues with truck. Has it under control tho. 9/10 responsible af https://t.co/3Bbba7y8Xe,Calvin,1,,,,398,199,2015-11-20 18:09:16+00:00,,9.0
667773195014021121,This is a rare Hungarian Pinot named Jessiga. She is either mid-stroke or got stuck in the washing machine. 8/10 https://t.co/ZU0i0KJyqD,a,1,West_Highland_white_terrier,pug,,213,47,2015-11-20 18:35:10+00:00,,8.0
667782464991965184,Super rare dog. Endangered (?). Thinks it's funny. Mocks everything I say. Colorful af. Has wings (dope). 9/10 https://t.co/BY8nQAMz0x,,1,,,,379,225,2015-11-20 19:12:01+00:00,,9.0
667793409583771648,Dogs only please. Small cows and other non canines will not be tolerated. Sick tattoos tho 8/10 https://t.co/s1z7mX4c9O,,1,dalmatian,English_setter,Great_Dane,641,304,2015-11-20 19:55:30+00:00,,8.0
667801013445750784,OMIGOD 12/10 https://t.co/SVMF4Frf1w,,1,flat-coated_retriever,Chesapeake_Bay_retriever,curly-coated_retriever,295,85,2015-11-20 20:25:43+00:00,,10.0
667806454573760512,This is Filup. He is overcome with joy after finally meeting his father. 10/10 https://t.co/TBmDJXJB75,Filup,1,,Chihuahua,Brabancon_griffon,977,448,2015-11-20 20:47:20+00:00,,10.0
667832474953625600,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",,1,miniature_pinscher,,Chihuahua,268,57,2015-11-20 22:30:44+00:00,,10.0
667861340749471744,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,a,1,malamute,Siberian_husky,Eskimo_dog,229,74,2015-11-21 00:25:26+00:00,,9.0
667866724293877760,This is Shaggy. He knows exactly how to solve the puzzle but can't talk. All he wants to do is help. 10/10 great guy https://t.co/SBmWbfAg6X,Shaggy,1,,,,2815,941,2015-11-21 00:46:50+00:00,,10.0
667873844930215936,Neat dog. Lots of spikes. Always in push-up position. Laid a shit ton of eggs earlier. Super stellar pup. 10/10 https://t.co/ODqrL3zXYE,,1,,,,578,369,2015-11-21 01:15:07+00:00,,10.0
667878741721415682,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,Tedrick,1,,miniature_pinscher,schipperke,367,107,2015-11-21 01:34:35+00:00,,2.0
667885044254572545,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,Stu,1,malamute,golden_retriever,,765,425,2015-11-21 01:59:37+00:00,,10.0
667886921285246976,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,Erik,1,Pomeranian,Pekinese,Chihuahua,1724,973,2015-11-21 02:07:05+00:00,,10.0
667902449697558528,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,Cleopatricia,1,Norwegian_elkhound,malamute,Eskimo_dog,796,349,2015-11-21 03:08:47+00:00,,9.0
667911425562669056,Wow. Armored dog here. Ready for battle. Face looks dangerous. Not very loyal. Lil dog on back havin a blast. 5/10 https://t.co/SyMoWrp368,,1,,,,450,263,2015-11-21 03:44:27+00:00,,5.0
667915453470232577,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,Otis,1,,boxer,,196,51,2015-11-21 04:00:28+00:00,,10.0
667924896115245057,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,Jiminy,1,Labrador_retriever,,Newfoundland,274,98,2015-11-21 04:37:59+00:00,,9.0
667937095915278337,This dog resembles a baked potato. Bed looks uncomfortable. No tail. Comes with butter tho. 3/10 petting still fun https://t.co/x89NSCEZCq,,1,,,,1150,726,2015-11-21 05:26:27+00:00,,3.0
668113020489474048,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,Alfie,1,Pembroke,Cardigan,collie,618,216,2015-11-21 17:05:31+00:00,,6.0
668142349051129856,This lil pup is Oliver. Hops around. Has wings but doesn't fly (lame). Annoying chirp. Won't catch tennis balls 2/10 https://t.co/DnhUw0aBM2,,1,,,,535,256,2015-11-21 19:02:04+00:00,,2.0
668154635664932864,Fun dogs here. Top one clearly an athlete. Bottom one very stable. Not very soft tho. 9/10s would still cuddle both https://t.co/79sHR36NsI,,1,,,,462,285,2015-11-21 19:50:53+00:00,,9.0
